,CHURN,AREA,VMAIL,VMAIL_MSGS,DAY_MINS,DAY_CALLS,DAY_CHARGE,EVE_MINS,EVE_CALLS,EVE_CHARGE,NIGHT_MINS,NIGHT_CALLS,NIGHT_CHARGE,INTL_MINS,INTL_CALLS,INTL_CHARGE,SVC_CALLS
1727,1,510,1,0,195.7,116,33.27,209.1,87,17.77,201.1,73,9.05,8.3,3,2.24,1
1728,0,415,1,0,204.3,82,34.73,188.8,115,16.05,139.4,97,6.27,9.2,7,2.48,1
1729,0,415,1,0,222.3,99,37.79,146.2,82,12.43,275.6,82,12.4,8.9,4,2.4,3
1730,0,510,0,8,222.5,104,37.83,171.5,94,14.58,377.5,114,16.99,9.7,2,2.62,1
1731,0,415,0,28,128.8,104,21.9,157.3,52,13.37,147.4,76,6.63,10.3,2,2.78,2
1732,0,415,1,0,174.3,105,29.63,171.3,107,14.56,220.8,131,9.94,8.3,2,2.24,0
1733,0,415,1,0,242.5,110,41.23,162.3,140,13.8,184.1,86,8.28,7.8,3,2.11,4
1734,0,415,1,0,221.6,101,37.67,285.2,50,24.24,167.4,83,7.53,12.7,6,3.43,4
1735,0,408,1,0,114.3,100,19.43,221.1,103,18.79,126.3,88,5.68,10.9,9,2.94,0
1736,0,415,0,33,219.7,137,37.35,186.8,94,15.88,184.5,113,8.3,9.5,2,2.57,2
1737,0,510,1,0,144.9,136,24.63,151.3,115,12.86,252.4,73,11.36,12.3,3,3.32,2
1738,0,415,0,40,236.5,111,40.21,117.0,110,9.95,221.1,115,9.95,8.1,3,2.19,2
1739,1,408,0,44,174.0,80,29.58,209.4,113,17.8,224.1,87,10.08,14.1,7,3.81,2
1740,0,408,1,0,109.5,95,18.62,332.1,48,28.23,258.6,108,11.64,6.6,7,1.78,1
1741,0,510,0,33,81.6,120,13.87,235.6,85,20.03,150.9,113,6.79,9.9,4,2.67,1
1742,0,415,1,0,133.4,113,22.68,121.0,92,10.29,254.7,129,11.46,5.9,4,1.59,1
1743,0,408,1,0,137.1,94,23.31,209.8,83,17.83,238.4,114,10.73,8.6,4,2.32,1
1744,0,415,1,0,197.0,88,33.49,190.4,68,16.18,211.9,104,9.54,16.1,8,4.35,0
1745,0,415,1,0,198.1,160,33.68,156.7,87,13.32,182.1,76,8.19,9.3,3,2.51,3
1746,0,408,1,0,39.5,78,6.72,264.3,106,22.47,185.8,90,8.36,10.0,6,2.7,0
1747,0,408,1,0,199.5,107,33.92,207.5,110,17.64,83.9,123,3.78,8.1,4,2.19,2
1748,0,415,1,0,156.8,93,26.66,215.8,68,18.34,223.3,77,10.05,7.6,6,2.05,1
1749,0,415,1,0,183.4,85,31.18,237.6,100,20.2,228.0,94,10.26,9.0,5,2.43,3
1750,0,510,1,0,132.4,120,22.51,121.6,101,10.34,197.7,84,8.9,8.6,2,2.32,1
1751,0,415,1,0,63.2,108,10.74,220.2,88,18.72,184.0,99,8.28,5.1,3,1.38,0
1752,1,415,0,35,181.1,59,30.79,215.9,116,18.35,216.3,106,9.73,16.9,4,4.56,0
1753,0,510,0,27,117.5,102,19.98,206.8,127,17.58,194.4,114,8.75,4.2,7,1.13,3
1754,0,415,0,27,218.7,79,37.18,163.4,78,13.89,173.8,116,7.82,15.0,1,4.05,0
1755,0,415,0,41,207.3,95,35.24,137.3,120,11.67,115.7,74,5.21,5.9,3,1.59,1
1756,0,415,1,0,150.6,99,25.6,301.5,83,25.63,158.7,104,7.14,8.1,5,2.19,0
1757,1,415,1,0,273.3,66,46.46,263.6,121,22.41,165.2,84,7.43,12.0,7,3.24,1
1758,0,415,1,0,266.1,120,45.24,182.0,92,15.47,206.5,103,9.29,10.3,4,2.78,1
1759,0,408,1,0,112.8,89,19.18,156.7,65,13.32,249.6,85,11.23,16.3,6,4.4,0
1760,0,415,1,0,104.7,112,17.8,82.2,104,6.99,169.4,110,7.62,15.8,7,4.27,3
1761,0,510,0,35,193.8,62,32.95,197.6,97,16.8,218.8,95,9.85,5.9,4,1.59,0
1762,0,415,1,0,168.6,102,28.66,298.0,117,25.33,194.7,110,8.76,9.8,5,2.65,1
1763,0,415,1,0,253.2,122,43.04,201.0,78,17.09,195.3,108,8.79,9.7,7,2.62,2
1764,0,415,0,16,174.7,92,29.7,232.1,105,19.73,305.4,98,13.74,8.9,2,2.4,1
1765,0,408,1,0,87.0,102,14.79,193.6,64,16.46,205.8,120,9.26,11.0,5,2.97,0
1766,0,415,0,34,204.5,79,34.77,132.8,113,11.29,190.1,117,8.55,14.8,9,4.0,2
1767,0,408,1,0,226.5,93,38.51,152.1,122,12.93,164.4,98,7.4,9.4,4,2.54,3
1768,0,510,1,0,234.1,91,39.8,163.1,105,13.86,282.5,100,12.71,10.0,3,2.7,1
1769,1,415,1,0,133.3,106,22.66,182.9,89,15.55,241.1,123,10.85,12.9,2,3.48,3
1770,0,415,1,0,133.9,87,22.76,166.4,110,14.14,193.5,139,8.71,15.4,3,4.16,1
1771,0,510,1,0,160.2,104,27.23,138.9,70,11.81,312.5,97,14.06,9.7,2,2.62,0
1772,0,415,0,44,230.6,94,39.2,224.1,103,19.05,244.0,76,10.98,11.1,2,3.0,0
1773,0,408,1,0,227.4,84,38.66,176.0,81,14.96,206.1,120,9.27,6.3,4,1.7,2
1774,0,415,1,0,72.8,120,12.38,267.1,120,22.7,222.5,91,10.01,11.8,2,3.19,2
1775,0,415,1,0,196.1,107,33.34,296.5,82,25.2,211.5,91,9.52,7.0,2,1.89,1
1776,0,408,1,0,197.1,110,33.51,165.9,115,14.1,227.3,106,10.23,12.8,3,3.46,1
1777,0,408,1,0,219.6,126,37.33,303.3,100,25.78,154.5,65,6.95,9.7,5,2.62,1
1778,1,415,0,30,153.4,90,26.08,151.4,97,12.87,153.8,97,6.92,12.8,4,3.46,4
1779,0,415,1,0,216.0,85,36.72,186.9,114,15.89,210.7,109,9.48,4.9,10,1.32,2
1780,0,510,0,32,222.9,136,37.89,262.0,80,22.27,191.4,101,8.61,10.8,4,2.92,0
1781,0,415,0,36,115.9,120,19.7,236.6,95,20.11,255.0,90,11.48,11.7,6,3.16,3
1782,0,510,1,0,189.8,101,32.27,147.7,80,12.55,172.7,121,7.77,10.6,5,2.86,1
1783,0,408,1,0,154.7,102,26.3,298.0,108,25.33,210.2,95,9.46,11.1,3,3.0,0
1784,0,415,1,0,136.4,104,23.19,202.5,110,17.21,230.7,86,10.38,11.5,1,3.11,3
1785,0,408,1,0,170.5,86,28.99,277.5,88,23.59,162.5,117,7.31,12.2,6,3.29,1
1786,0,510,1,0,272.4,88,46.31,107.9,125,9.17,185.5,81,8.35,12.7,2,3.43,0
1787,0,510,0,40,210.0,116,35.7,232.7,89,19.78,168.8,94,7.6,5.9,4,1.59,8
1788,0,415,0,17,236.5,94,40.21,163.1,94,13.86,236.7,117,10.65,12.2,3,3.29,2
1789,0,510,1,0,153.9,117,26.16,220.1,122,18.71,280.5,147,12.62,8.5,3,2.3,2
1790,0,408,1,0,223.0,120,37.91,227.0,98,19.3,188.3,125,8.47,8.8,5,2.38,1
1791,0,415,1,0,252.4,74,42.91,167.9,81,14.27,248.3,110,11.17,10.7,3,2.89,2
1792,0,408,1,0,197.9,84,33.64,168.1,113,14.29,239.8,145,10.79,12.0,6,3.24,1
1793,0,408,1,0,152.4,74,25.91,274.6,88,23.34,252.2,120,11.35,6.6,5,1.78,3
1794,0,510,0,40,237.4,105,40.36,175.9,93,14.95,210.3,110,9.46,9.2,3,2.48,3
1795,0,408,1,0,265.6,82,45.15,180.7,75,15.36,211.1,113,9.5,8.6,2,2.32,1
1796,0,415,1,0,197.3,91,33.54,305.8,81,25.99,171.0,105,7.69,6.7,6,1.81,1
1797,0,408,0,14,199.1,100,33.85,221.8,103,18.85,65.7,91,2.96,4.2,1,1.13,1
1798,0,415,1,0,233.7,114,39.73,207.9,109,17.67,212.7,101,9.57,12.0,2,3.24,2
1799,0,415,1,0,183.1,99,31.13,160.1,107,13.61,311.8,121,14.03,7.0,3,1.89,1
1800,0,408,1,0,139.4,96,23.7,143.4,108,12.19,225.2,107,10.13,10.0,5,2.7,2
1801,1,415,1,0,213.9,112,36.36,260.5,100,22.14,233.8,97,10.52,8.4,3,2.27,1
1802,0,415,1,0,207.1,70,35.21,200.1,115,17.01,194.2,100,8.74,12.4,2,3.35,1
1803,0,415,1,0,139.7,78,23.75,202.6,119,17.22,203.6,102,9.16,11.3,5,3.05,2
1804,0,408,1,0,177.2,91,30.12,228.7,105,19.44,194.3,113,8.74,8.9,3,2.4,2
1805,0,415,0,35,169.8,136,28.87,173.7,101,14.76,214.6,105,9.66,9.5,7,2.57,2
1806,0,415,1,0,173.5,83,29.5,244.3,65,20.77,221.6,66,9.97,9.7,2,2.62,3
1807,0,510,1,0,159.9,100,27.18,172.2,99,14.64,263.2,109,11.84,5.6,4,1.51,1
1808,0,415,1,0,115.1,89,19.57,196.8,111,16.73,212.4,98,9.56,11.4,3,3.08,2
1809,0,510,0,19,136.8,113,23.26,179.5,105,15.26,71.1,95,3.2,12.5,3,3.38,2
1810,0,415,1,0,92.2,108,15.67,211.2,120,17.95,129.1,73,5.81,13.1,6,3.54,1
1811,0,415,0,23,243.9,112,41.46,133.0,106,11.31,213.7,123,9.62,13.4,11,3.62,2
1812,0,510,1,0,117.1,94,19.91,235.4,117,20.01,221.3,108,9.96,9.0,2,2.43,0
1813,1,415,1,0,223.3,99,37.96,167.1,128,14.2,203.0,84,9.14,4.5,4,1.22,0
1814,0,510,1,0,154.8,111,26.32,171.5,102,14.58,227.3,86,10.23,10.6,2,2.86,3
1815,1,510,1,0,261.4,141,44.44,215.7,102,18.33,271.8,96,12.23,8.0,6,2.16,1
1816,1,510,1,0,46.5,104,7.91,186.0,114,15.81,167.5,95,7.54,9.6,4,2.59,4
1817,1,415,0,18,149.9,84,25.48,170.9,84,14.53,171.5,112,7.72,11.5,7,3.11,0
1818,1,510,1,0,242.2,102,41.17,226.1,80,19.22,252.0,96,11.34,13.9,5,3.75,2
1819,1,510,1,0,259.4,99,44.1,172.7,125,14.68,293.7,78,13.22,10.7,6,2.89,1
1820,0,415,1,0,222.4,102,37.81,185.8,89,15.79,237.7,81,10.7,12.0,8,3.24,2
1821,0,415,1,0,69.4,79,11.8,190.8,109,16.22,219.9,102,9.9,8.9,5,2.4,0
1822,1,408,0,21,156.5,122,26.61,209.2,125,17.78,158.7,81,7.14,11.1,3,3.0,4
1823,1,415,1,0,61.2,111,10.4,92.3,88,7.85,197.4,114,8.88,13.7,3,3.7,5
1824,0,408,1,0,245.2,112,41.68,101.5,101,8.63,152.3,116,6.85,10.7,5,2.89,0
1825,0,408,1,0,102.3,100,17.39,135.2,104,11.49,199.7,93,8.99,15.7,10,4.24,3
1826,0,415,0,36,230.9,92,39.25,167.6,121,14.25,270.0,87,12.15,7.6,4,2.05,3
1827,0,510,1,0,227.4,105,38.66,211.5,120,17.98,258.2,113,11.62,11.9,3,3.21,0
1828,0,510,1,0,192.8,68,32.78,158.0,86,13.43,235.5,105,10.6,12.7,6,3.43,1
1829,0,408,1,0,162.6,98,27.64,206.2,109,17.53,141.6,66,6.37,8.2,2,2.21,1
1830,0,510,0,38,219.4,92,37.3,180.5,73,15.34,104.1,91,4.68,11.0,1,2.97,2
1831,0,415,1,0,137.2,111,23.32,165.9,119,14.1,182.3,72,8.2,14.3,4,3.86,1
1832,0,415,1,0,87.7,103,14.91,278.2,97,23.65,170.6,93,7.68,10.5,10,2.84,1
1833,0,415,1,0,271.1,80,46.09,172.0,133,14.62,169.2,105,7.61,10.3,5,2.78,1
1834,0,408,1,0,103.4,94,17.58,189.3,125,16.09,227.2,125,10.22,14.4,3,3.89,1
1835,0,408,1,0,52.2,106,8.87,220.1,113,18.71,112.3,95,5.05,11.4,2,3.08,2
1836,1,415,1,0,165.4,106,28.12,273.7,109,23.26,210.0,93,9.45,8.7,3,2.35,0
1837,0,408,1,0,147.5,110,25.08,191.7,97,16.29,135.0,68,6.08,16.4,3,4.43,2
1838,0,415,1,0,217.8,93,37.03,214.7,95,18.25,228.7,70,10.29,11.3,7,3.05,0
1839,0,415,1,0,235.7,79,40.07,136.9,85,11.64,220.9,97,9.94,13.3,10,3.59,1
1840,0,510,0,22,204.5,92,34.77,139.6,121,11.87,205.0,103,9.23,8.6,5,2.32,2
1841,0,408,1,0,178.4,143,30.33,247.0,123,21.0,259.9,105,11.7,9.6,2,2.59,0
1842,0,415,0,32,130.1,68,22.12,247.2,77,21.01,289.4,87,13.02,13.5,5,3.65,2
1843,0,415,0,34,103.7,100,17.63,236.3,78,20.09,256.6,102,11.55,14.8,4,4.0,2
1844,0,415,1,0,239.9,91,40.78,177.1,104,15.05,217.2,118,9.77,5.9,3,1.59,2
1845,0,408,1,0,148.4,110,25.23,267.1,90,22.7,151.5,101,6.82,8.9,4,2.4,0
1846,0,408,1,0,148.6,106,25.26,210.8,65,17.92,203.7,86,9.17,10.0,2,2.7,2
1847,0,415,1,0,191.1,69,32.49,129.2,113,10.98,207.5,117,9.34,12.9,1,3.48,0
1848,0,415,0,39,218.5,76,37.15,112.7,94,9.58,205.1,121,9.23,7.3,4,1.97,1
1849,0,510,1,0,97.5,95,16.58,195.8,82,16.64,288.8,78,13.0,0.0,0,0.0,1
1850,0,415,1,0,128.7,126,21.88,117.6,94,10.0,198.4,132,8.93,10.8,5,2.92,0
1851,0,415,0,38,236.6,69,40.22,197.5,68,16.79,209.5,102,9.43,9.5,10,2.57,2
1852,0,415,1,0,85.9,113,14.6,226.7,91,19.27,279.6,110,12.58,15.6,16,4.21,0
1853,0,415,0,27,141.2,96,24.0,167.7,94,14.25,274.4,101,12.35,11.4,2,3.08,1
1854,0,415,0,31,194.4,104,33.05,176.0,84,14.96,230.1,110,10.35,11.5,3,3.11,0
1855,0,415,1,0,167.6,100,28.49,154.5,90,13.13,281.4,107,12.66,17.3,3,4.67,2
1856,0,408,1,0,234.5,134,39.87,164.2,94,13.96,191.4,72,8.61,6.1,4,1.65,1
1857,0,510,1,0,154.2,78,26.21,196.7,85,16.72,253.5,97,11.41,10.1,9,2.73,1
1858,0,415,0,14,143.2,99,24.34,169.9,91,14.44,221.6,77,9.97,11.6,1,3.13,1
1859,0,415,0,40,216.4,80,36.79,249.7,90,21.22,185.9,99,8.37,12.7,4,3.43,1
1860,0,510,0,35,161.9,85,27.52,151.2,82,12.85,191.0,131,8.59,8.5,2,2.3,1
1861,0,408,1,0,118.7,90,20.18,205.1,57,17.43,172.2,100,7.75,10.4,6,2.81,3
1862,0,408,1,0,179.1,123,30.45,196.6,132,16.71,186.7,116,8.4,10.2,10,2.75,1
1863,0,415,1,0,147.9,97,25.14,209.3,99,17.79,162.1,80,7.29,8.8,5,2.38,2
1864,0,415,0,38,209.2,110,35.56,116.6,73,9.91,109.6,105,4.93,16.5,4,4.46,2
1865,0,415,0,29,244.3,140,41.53,322.3,89,27.4,166.8,83,7.51,10.6,6,2.86,0
1866,0,415,0,34,175.3,96,29.8,262.3,122,22.3,143.9,76,6.48,5.6,11,1.51,1
1867,0,510,1,0,150.5,92,25.59,120.3,95,10.23,271.2,96,12.2,9.0,2,2.43,1
1868,0,415,0,25,197.4,73,33.56,295.7,113,25.13,211.7,73,9.53,13.2,2,3.56,0
1869,0,510,1,0,163.5,136,27.8,143.7,111,12.21,253.4,82,11.4,12.6,5,3.4,1
1870,1,415,1,0,236.9,93,40.27,197.7,113,16.8,309.1,78,13.91,11.4,7,3.08,2
1871,0,415,1,0,82.3,77,13.99,167.2,80,14.21,194.7,70,8.76,7.2,4,1.94,1
1872,0,415,1,0,216.0,111,36.72,153.7,115,13.06,227.0,74,10.22,12.7,4,3.43,1
1873,0,415,1,0,180.0,119,30.6,198.8,126,16.9,217.1,70,9.77,12.4,3,3.35,1
1874,0,415,1,0,143.7,55,24.43,173.1,108,14.71,239.1,95,10.76,5.8,6,1.57,1
1875,0,415,0,39,198.2,107,33.69,280.4,132,23.83,129.6,73,5.83,11.3,7,3.05,1
1876,0,415,0,29,185.6,106,31.55,219.7,113,18.67,152.1,120,6.84,11.1,5,3.0,2
1877,0,408,1,0,137.6,108,23.39,162.0,80,13.77,187.7,126,8.45,5.8,10,1.57,3
1878,1,415,1,0,273.9,119,46.56,278.6,103,23.68,255.3,90,11.49,10.9,7,2.94,1
1879,0,415,0,31,125.3,92,21.3,141.2,108,12.0,168.2,68,7.57,6.3,2,1.7,3
1880,0,415,1,0,178.8,102,30.4,167.9,84,14.27,178.9,65,8.05,8.6,4,2.32,3
1881,0,510,0,49,214.9,86,36.53,198.2,89,16.85,170.8,139,7.69,8.2,5,2.21,0
1882,0,408,1,0,163.0,93,27.71,203.9,102,17.33,159.0,109,7.15,15.1,4,4.08,2
1883,0,415,0,29,163.8,77,27.85,134.9,112,11.47,79.3,95,3.57,8.8,2,2.38,2
1884,0,510,1,0,189.5,113,32.22,204.9,100,17.42,221.7,93,9.98,13.4,3,3.62,1
1885,0,415,0,26,155.2,110,26.38,230.9,133,19.63,261.6,100,11.77,4.5,4,1.22,0
1886,1,510,1,0,242.3,102,41.19,350.9,102,29.83,163.1,93,7.34,11.3,3,3.05,0
1887,0,415,0,44,254.1,127,43.2,180.2,108,15.32,196.2,129,8.83,8.7,4,2.35,3
1888,0,510,0,33,112.0,90,19.04,208.0,112,17.68,150.3,83,6.76,11.3,4,3.05,2
1889,0,408,1,0,115.5,73,19.64,267.3,83,22.72,114.2,90,5.14,13.3,5,3.59,3
1890,0,415,1,0,137.1,102,23.31,210.8,114,17.92,191.4,120,8.61,11.1,4,3.0,1
1891,0,415,1,0,198.4,113,33.73,235.9,144,20.05,325.6,99,14.65,10.1,3,2.73,0
1892,0,415,0,19,132.7,94,22.56,204.6,101,17.39,154.7,78,6.96,12.9,7,3.48,3
1893,0,408,0,25,219.6,99,37.33,210.4,99,17.88,242.7,88,10.92,13.8,8,3.73,2
1894,0,415,1,0,169.6,96,28.83,234.7,112,19.95,285.4,83,12.84,11.2,4,3.02,0
1895,0,408,1,0,160.4,73,27.27,293.9,103,24.98,306.6,90,13.8,12.6,5,3.4,4
1896,0,415,0,20,95.0,89,16.15,167.9,92,14.27,200.6,79,9.03,11.2,2,3.02,0
1897,0,415,1,0,160.1,87,27.22,256.7,120,21.82,270.0,107,12.15,7.0,1,1.89,2
1898,0,415,1,0,194.6,114,33.08,232.8,106,19.79,173.4,92,7.8,3.8,2,1.03,3
1899,1,415,1,0,236.4,73,40.19,287.3,120,24.42,192.0,94,8.64,13.8,4,3.73,1
1900,0,408,1,0,157.1,95,26.71,213.1,36,18.11,280.4,77,12.62,7.6,3,2.05,2
1901,0,415,1,0,179.8,125,30.57,173.2,86,14.72,272.8,97,12.28,10.9,4,2.94,0
1902,0,415,1,0,148.2,108,25.19,161.8,113,13.75,259.3,103,11.67,11.0,4,2.97,0
1903,0,415,0,39,183.2,103,31.14,209.4,111,17.8,172.4,109,7.76,11.9,6,3.21,1
1904,1,415,1,0,119.2,88,20.26,168.3,110,14.31,204.7,119,9.21,12.2,6,3.29,4
1905,0,408,0,35,224.0,102,38.08,192.0,99,16.32,163.1,100,7.34,9.6,2,2.59,0
1906,0,510,0,21,19.5,149,3.32,140.9,109,11.98,179.7,111,8.09,7.9,1,2.13,0
1907,0,415,1,0,184.8,83,31.42,248.6,101,21.13,133.1,113,5.99,9.6,8,2.59,1
1908,0,408,1,0,176.3,140,29.97,201.0,104,17.09,161.9,123,7.29,11.3,5,3.05,1
1909,0,415,1,0,241.7,115,41.09,168.5,133,14.32,169.8,122,7.64,11.1,2,3.0,2
1910,0,510,0,38,224.7,121,38.2,294.0,131,24.99,290.0,61,13.05,9.8,6,2.65,0
1911,0,510,1,0,207.3,115,35.24,198.4,82,16.86,114.1,83,5.13,8.6,4,2.32,1
1912,0,408,1,0,196.8,81,33.46,168.0,110,14.28,132.6,98,5.97,12.7,7,3.43,2
1913,0,510,1,0,110.9,74,18.85,115.6,90,9.83,190.5,114,8.57,15.8,9,4.27,1
1914,0,510,1,0,122.5,145,20.83,273.3,103,23.23,197.8,71,8.9,8.0,3,2.16,2
1915,0,510,1,0,226.9,144,38.57,201.6,122,17.14,130.2,121,5.86,13.2,5,3.56,2
1916,0,510,1,0,187.0,65,31.79,141.4,128,12.02,238.2,108,10.72,10.0,8,2.7,2
1917,0,415,1,0,170.5,113,28.99,193.2,129,16.42,188.0,91,8.46,11.2,6,3.02,0
1918,0,415,1,0,204.8,101,34.82,161.0,80,13.69,285.7,89,12.86,9.5,3,2.57,0
1919,0,415,1,0,165.9,114,28.2,235.9,97,20.05,210.1,120,9.45,12.0,5,3.24,2
1920,1,510,1,0,154.0,133,26.18,198.9,121,16.91,151.9,100,6.84,9.5,3,2.57,4
1921,0,510,0,29,158.1,104,26.88,322.2,81,27.39,210.0,96,9.45,8.9,6,2.4,1
1922,0,415,1,0,225.2,93,38.28,215.1,120,18.28,241.8,95,10.88,9.1,2,2.46,2
1923,1,408,1,0,159.4,79,27.1,179.5,88,15.26,167.8,71,7.55,9.7,2,2.62,6
1924,0,510,1,0,172.7,95,29.36,139.1,90,11.82,174.3,99,7.84,11.7,1,3.16,2
1925,0,415,1,0,222.8,99,37.88,175.8,85,14.94,202.0,111,9.09,11.0,3,2.97,3
1926,0,415,1,0,214.1,77,36.4,240.5,94,20.44,188.9,75,8.5,10.1,3,2.73,1
1927,0,408,1,0,54.8,92,9.32,173.0,103,14.71,195.1,125,8.78,7.5,3,2.03,1
1928,0,408,1,0,134.0,104,22.78,174.5,94,14.83,311.1,79,14.0,7.3,3,1.97,3
1929,0,510,1,0,184.8,74,31.42,175.1,84,14.88,158.2,95,7.12,10.5,6,2.84,1
1930,0,415,0,36,283.1,112,48.13,286.2,86,24.33,261.7,129,11.78,11.3,3,3.05,3
1931,1,510,1,0,291.8,143,49.61,214.3,134,18.22,151.2,119,6.8,9.9,2,2.67,0
1932,0,408,1,0,222.7,94,37.86,105.8,98,8.99,214.8,78,9.67,13.5,4,3.65,1
1933,0,510,1,0,174.5,79,29.67,236.8,136,20.13,270.4,110,12.17,8.5,5,2.3,0
1934,0,408,1,0,68.4,86,11.63,193.3,110,16.43,171.5,139,7.72,10.4,4,2.81,0
1935,0,408,0,31,273.0,78,46.41,215.5,98,18.32,104.7,114,4.71,9.6,2,2.59,1
1936,1,415,1,0,225.3,134,38.3,108.2,87,9.2,139.6,132,6.28,17.3,9,4.67,1
1937,0,415,0,23,283.2,130,48.14,162.6,74,13.82,177.7,104,8.0,7.2,6,1.94,1
1938,1,510,1,0,131.4,78,22.34,219.7,106,18.67,155.7,103,7.01,11.1,2,3.0,1
1939,0,510,0,12,89.7,87,15.25,138.6,73,11.78,165.8,114,7.46,10.7,2,2.89,1
1940,0,510,1,0,127.1,102,21.61,247.7,106,21.05,207.7,75,9.35,5.0,3,1.35,3
1941,0,415,0,28,105.9,132,18.0,231.7,107,19.69,281.3,120,12.66,10.7,5,2.89,1
1942,0,408,1,0,142.3,79,24.19,158.0,113,13.43,177.5,75,7.99,6.0,11,1.62,2
1943,0,510,1,0,191.3,80,32.52,138.5,94,11.77,246.0,107,11.07,6.4,3,1.73,2
1944,0,408,0,36,201.9,93,34.32,156.3,75,13.29,131.3,92,5.91,13.7,5,3.7,0
1945,0,415,1,0,247.3,91,42.04,182.7,60,15.53,143.2,112,6.44,14.7,2,3.97,3
1946,0,408,0,38,242.2,96,41.17,159.7,144,13.57,210.0,108,9.45,8.9,1,2.4,1
1947,1,415,1,0,127.3,80,21.64,222.3,115,18.9,173.9,95,7.83,13.7,5,3.7,5
1948,0,408,1,0,162.0,104,27.54,241.2,120,20.5,210.4,83,9.47,10.9,7,2.94,1
1949,0,415,0,33,179.1,93,30.45,238.3,102,20.26,165.7,96,7.46,10.6,1,2.86,2
1950,0,415,0,31,197.4,125,33.56,123.4,110,10.49,115.6,101,5.2,12.3,4,3.32,3
1951,0,415,1,0,148.2,82,25.19,308.7,67,26.24,235.4,79,10.59,6.4,4,1.73,2
1952,0,415,1,0,193.1,85,32.83,172.1,105,14.63,129.6,119,5.83,10.2,1,2.75,0
1953,0,408,1,0,171.7,99,29.19,174.8,87,14.86,189.6,130,8.53,7.8,6,2.11,1
1954,0,408,0,35,198.5,123,33.75,270.6,74,23.0,209.9,130,9.45,8.1,10,2.19,1
1955,0,415,0,24,121.7,87,20.69,184.0,76,15.64,266.6,98,12.0,12.7,3,3.43,1
1956,0,415,1,0,130.2,105,22.13,278.0,60,23.63,305.4,74,13.74,14.0,6,3.78,2
1957,0,510,1,0,203.4,96,34.58,168.6,61,14.33,173.0,105,7.79,13.7,3,3.7,2
1958,0,415,1,0,174.7,83,29.7,280.8,122,23.87,171.7,80,7.73,10.5,8,2.84,5
1959,1,510,1,0,241.0,120,40.97,231.8,96,19.7,220.2,67,9.91,9.9,1,2.67,1
1960,0,415,1,0,141.7,95,24.09,221.0,100,18.79,227.1,71,10.22,10.2,3,2.75,0
1961,0,408,1,0,134.8,96,22.92,167.2,78,14.21,161.5,123,7.27,7.7,5,2.08,2
1962,0,415,1,0,163.1,119,27.73,249.4,51,21.2,168.2,77,7.57,9.0,10,2.43,1
1963,0,408,1,0,145.5,116,24.74,228.4,110,19.41,273.4,91,12.3,8.9,8,2.4,1
1964,1,510,1,0,329.8,73,56.07,208.3,120,17.71,267.1,102,12.02,10.6,6,2.86,0
1965,0,510,1,0,194.5,97,33.07,186.3,131,15.84,178.3,106,8.02,12.7,1,3.43,2
1966,0,510,1,0,131.9,93,22.42,272.7,106,23.18,192.8,105,8.68,7.1,4,1.92,1
1967,0,408,0,29,150.0,91,25.5,159.4,75,13.55,228.1,55,10.26,8.5,3,2.3,1
1968,0,415,0,30,196.6,93,33.42,241.4,140,20.52,226.0,118,10.17,12.9,4,3.48,2
1969,0,510,1,0,99.7,107,16.95,145.1,96,12.33,149.4,99,6.72,14.1,4,3.81,2
1970,0,415,1,0,143.6,88,24.41,141.8,86,12.05,194.0,83,8.73,10.8,5,2.92,3
1971,0,408,0,40,231.9,56,39.42,211.8,91,18.0,268.5,74,12.08,12.3,3,3.32,2
1972,0,415,1,0,37.8,80,6.43,155.3,105,13.2,175.0,111,7.88,14.2,5,3.83,3
1973,0,415,1,0,72.8,107,12.38,186.4,103,15.84,175.3,110,7.89,10.5,4,2.84,3
1974,0,408,0,39,94.8,89,16.12,219.1,91,18.62,197.4,65,8.88,11.4,5,3.08,1
1975,0,415,0,15,221.8,143,37.71,210.6,115,17.9,221.8,109,9.98,12.4,9,3.35,1
1976,1,415,1,0,269.0,120,45.73,233.7,120,19.86,179.3,61,8.07,7.3,4,1.97,2
1977,1,415,1,0,268.3,114,45.61,185.5,111,15.77,264.6,88,11.91,6.3,7,1.7,1
1978,0,415,0,27,198.7,127,33.78,249.0,105,21.17,173.2,124,7.79,12.5,5,3.38,1
1979,1,415,1,0,115.5,75,19.64,218.1,111,18.54,254.9,98,11.47,11.5,7,3.11,7
1980,0,415,1,0,202.1,100,34.36,195.7,102,16.63,291.8,120,13.13,13.3,5,3.59,2
1981,0,510,1,0,215.6,113,36.65,200.6,81,17.05,153.8,107,6.92,12.4,6,3.35,1
1982,0,408,1,0,169.9,107,28.88,209.4,121,17.8,206.1,79,9.27,11.5,2,3.11,1
1983,0,510,1,0,201.7,85,34.29,169.4,116,14.4,286.3,80,12.88,6.0,4,1.62,0
1984,0,408,1,0,221.1,133,37.59,160.2,140,13.62,161.8,84,7.28,8.4,3,2.27,4
1985,0,510,0,32,218.7,117,37.18,115.0,61,9.78,192.7,85,8.67,9.4,5,2.54,2
1986,1,415,1,0,293.7,89,49.93,272.5,71,23.16,178.2,76,8.02,11.0,10,2.97,2
1987,1,415,1,0,120.3,108,20.45,240.4,84,20.43,216.4,74,9.74,7.7,3,2.08,4
